column,name,dtype,semantic,missing_pct,numeric_summary,categorical_summary
pf_max,pf_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 4.352070672968715, 'median': 4.0, 'std': 0.9091935602562976, 'var': 0.8266329300115218, 'min': 2.0, 'p10': 3.0, 'p25': 4.0, 'p50': 4.0, 'p75': 5.0, 'p90': 6.0, 'max': 6.0, 'skew': -0.05140030153839387, 'kurtosis': -0.4707485694496758, 'iqr': 1.0, 'mad': 1.0, 'outlier_count_iqr': 223}",
pts_max,pts_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 26.59998874634256, 'median': 26.0, 'std': 6.892052217676979, 'var': 47.500383771186165, 'min': 10.0, 'p10': 19.0, 'p25': 22.0, 'p50': 26.0, 'p75': 30.0, 'p90': 36.0, 'max': 70.0, 'skew': 0.8748660211766714, 'kurtosis': 1.3709238499181078, 'iqr': 8.0, 'mad': 4.0, 'outlier_count_iqr': 432}",
+/-_max,+/-_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 13.087553454872834, 'median': 12.0, 'std': 8.950434566416508, 'var': 80.11027892770345, 'min': -18.0, 'p10': 2.0, 'p25': 6.0, 'p50': 12.0, 'p75': 19.0, 'p90': 25.0, 'max': 57.0, 'skew': 0.4865978193014585, 'kurtosis': 0.1254832811157902, 'iqr': 13.0, 'mad': 6.0, 'outlier_count_iqr': 112}",
ts%_max,ts%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.9384623002475804, 'median': 0.902, 'std': 0.20621802688571297, 'var': 0.04252587461263664, 'min': 0.5, 'p10': 0.715, 'p25': 0.788, 'p50': 0.902, 'p75': 1.0, 'p90': 1.2017999999999993, 'max': 1.5, 'skew': 1.0630943758403908, 'kurtosis': 1.065797006936993, 'iqr': 0.21199999999999997, 'mad': 0.10999999999999999, 'outlier_count_iqr': 1259}",
efg%_max,efg%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.9365132793157777, 'median': 0.917, 'std': 0.21873151448745276, 'var': 0.04784347542997476, 'min': 0.417, 'p10': 0.692, 'p25': 0.773, 'p50': 0.917, 'p75': 1.0, 'p90': 1.25, 'max': 1.5, 'skew': 0.986100156329028, 'kurtosis': 0.8557791610731389, 'iqr': 0.22699999999999998, 'mad': 0.10400000000000009, 'outlier_count_iqr': 1284}",
3par_max,3par_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.8275219446320055, 'median': 0.833, 'std': 0.17538462125536564, 'var': 0.03075976537288805, 'min': 0.2, 'p10': 0.571, 'p25': 0.667, 'p50': 0.833, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': -0.5087197533041127, 'kurtosis': -0.935723710037911, 'iqr': 0.33299999999999996, 'mad': 0.16700000000000004, 'outlier_count_iqr': 0}",
ftr_max,ftr_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 1.1073395791132117, 'median': 0.889, 'std': 0.812937928509046, 'var': 0.6608680756085787, 'min': 0.067, 'p10': 0.455, 'p25': 0.625, 'p50': 0.889, 'p75': 1.333, 'p90': 2.0, 'max': 14.0, 'skew': 2.986124743676101, 'kurtosis': 15.724788293966746, 'iqr': 0.708, 'mad': 0.31099999999999994, 'outlier_count_iqr': 848}",
orb%_max,orb%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 19.926553004726532, 'median': 17.2, 'std': 12.036765980887896, 'var': 144.88373527866014, 'min': 0.0, 'p10': 9.6, 'p25': 12.7, 'p50': 17.2, 'p75': 23.3, 'p90': 31.7, 'max': 100.0, 'skew': 2.925051552230642, 'kurtosis': 13.085496036732476, 'iqr': 10.600000000000001, 'mad': 5.1, 'outlier_count_iqr': 937}",
drb%_max,drb%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 38.58275939680396, 'median': 35.4, 'std': 13.735093428330131, 'var': 188.65279148495756, 'min': 16.5, 'p10': 26.0, 'p25': 29.8, 'p50': 35.4, 'p75': 43.0, 'p90': 53.8, 'max': 100.0, 'skew': 2.045812832692041, 'kurtosis': 5.522624379697496, 'iqr': 13.2, 'mad': 6.299999999999997, 'outlier_count_iqr': 1006}",
trb%_max,trb%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 25.095402880936305, 'median': 23.0, 'std': 9.478921687445556, 'var': 89.8499563567257, 'min': 9.1, 'p10': 16.9, 'p25': 19.5, 'p50': 23.0, 'p75': 28.1, 'p90': 34.5, 'max': 100.0, 'skew': 3.0627962980019334, 'kurtosis': 15.824866738470977, 'iqr': 8.600000000000001, 'mad': 4.100000000000001, 'outlier_count_iqr': 855}",
ast%_max,ast%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 42.71847287868557, 'median': 40.0, 'std': 14.801284920645145, 'var': 219.07803530211734, 'min': 12.8, 'p10': 27.6, 'p25': 32.7, 'p50': 40.0, 'p75': 48.9, 'p90': 60.3, 'max': 100.0, 'skew': 1.4961354758940824, 'kurtosis': 3.1165231070410924, 'iqr': 16.199999999999996, 'mad': 7.899999999999999, 'outlier_count_iqr': 797}",
stl%_max,stl%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 5.937964213369345, 'median': 5.0, 'std': 4.493376762264617, 'var': 20.190434727659657, 'min': 0.0, 'p10': 2.9, 'p25': 3.8, 'p50': 5.0, 'p75': 6.7, 'p90': 9.3, 'max': 100.0, 'skew': 7.7120151395519, 'kurtosis': 113.6330867089248, 'iqr': 2.9000000000000004, 'mad': 1.4, 'outlier_count_iqr': 1056}",
blk%_max,blk%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 9.013301823092505, 'median': 7.5, 'std': 6.725742631622522, 'var': 45.23561394682465, 'min': 0.0, 'p10': 3.6, 'p25': 5.2, 'p50': 7.5, 'p75': 10.8, 'p90': 15.6, 'max': 100.0, 'skew': 3.9805115191903395, 'kurtosis': 30.63954159933091, 'iqr': 5.6000000000000005, 'mad': 2.6999999999999993, 'outlier_count_iqr': 972}",
tov%_max,tov%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 40.07981093855503, 'median': 33.3, 'std': 21.21619250445434, 'var': 450.1268243860646, 'min': 4.6, 'p10': 20.5, 'p25': 25.5, 'p50': 33.3, 'p75': 50.0, 'p90': 66.7, 'max': 100.0, 'skew': 1.6190896763503375, 'kurtosis': 2.2305634114384185, 'iqr': 24.5, 'mad': 9.099999999999998, 'outlier_count_iqr': 1354}",
usg%_max,usg%_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 34.86497861805087, 'median': 33.0, 'std': 8.50594817048557, 'var': 72.35115427898683, 'min': 22.1, 'p10': 27.8, 'p25': 30.0, 'p50': 33.0, 'p75': 37.2, 'p90': 42.7, 'max': 100.0, 'skew': 3.374861792097564, 'kurtosis': 17.98998076234538, 'iqr': 7.200000000000003, 'mad': 3.5, 'outlier_count_iqr': 907}",
ortg_max,ortg_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 178.187429664641, 'median': 167.0, 'std': 40.80920460724095, 'var': 1665.3911806756557, 'min': 89.0, 'p10': 135.0, 'p25': 148.0, 'p50': 167.0, 'p75': 202.0, 'p90': 233.0, 'max': 300.0, 'skew': 0.9975043471768175, 'kurtosis': 0.7032083233243642, 'iqr': 54.0, 'mad': 25.0, 'outlier_count_iqr': 528}",
drtg_max,drtg_max,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 118.66075849651136, 'median': 119.0, 'std': 11.08772705966814, 'var': 122.93769134969709, 'min': 77.0, 'p10': 104.0, 'p25': 111.0, 'p50': 119.0, 'p75': 126.0, 'p90': 133.0, 'max': 162.0, 'skew': 0.04267335461731329, 'kurtosis': -0.04441501614372445, 'iqr': 15.0, 'mad': 7.0, 'outlier_count_iqr': 115}",
team,team,object,"{'inferred_type': 'categorical', 'confidence': 0.95}",0.0,,"{'count': 17772, 'missing': 0, 'unique': 30, 'top_k': [('GSW', 655), ('BOS', 653), ('TOR', 635), ('MIL', 628), ('MIA', 617), ('CLE', 610), ('HOU', 610), ('LAC', 607), ('PHI', 605), ('UTA', 605)], 'mode_pct': 0.03685572811163628, 'high_cardinality': False}"
total,total,int64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 108.34824442943957, 'median': 108.0, 'std': 12.786683721051196, 'var': 163.49928058219564, 'min': 64.0, 'p10': 92.0, 'p25': 100.0, 'p50': 108.0, 'p75': 117.0, 'p90': 125.0, 'max': 168.0, 'skew': 0.12602163914298753, 'kurtosis': 0.03979361074788246, 'iqr': 17.0, 'mad': 9.0, 'outlier_count_iqr': 141}",
home,home,int64,"{'inferred_type': 'boolean', 'confidence': 0.9}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.5, 'median': 0.5, 'std': 0.5000140676654737, 'var': 0.25001406786337294, 'min': 0.0, 'p10': 0.0, 'p25': 0.0, 'p50': 0.5, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': 0.0, 'kurtosis': -2.0002251111486293, 'iqr': 1.0, 'mad': 0.5, 'outlier_count_iqr': 0}",
index_opp,index_opp,int64,"{'inferred_type': 'boolean', 'confidence': 0.9}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.5, 'median': 0.5, 'std': 0.5000140676654737, 'var': 0.25001406786337294, 'min': 0.0, 'p10': 0.0, 'p25': 0.0, 'p50': 0.5, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': 0.0, 'kurtosis': -2.0002251111486293, 'iqr': 1.0, 'mad': 0.5, 'outlier_count_iqr': 0}",
mp_opp,mp_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 241.5642583839748, 'median': 240.0, 'std': 7.002952089094818, 'var': 49.04133796215748, 'min': 240.0, 'p10': 240.0, 'p25': 240.0, 'p50': 240.0, 'p75': 240.0, 'p90': 240.0, 'max': 340.0, 'skew': 5.5149138685912265, 'kurtosis': 40.04190975278169, 'iqr': 0.0, 'mad': 0.0, 'outlier_count_iqr': 970}",
mp_opp.1,mp_opp.1,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 241.5642583839748, 'median': 240.0, 'std': 7.002952089094818, 'var': 49.04133796215748, 'min': 240.0, 'p10': 240.0, 'p25': 240.0, 'p50': 240.0, 'p75': 240.0, 'p90': 240.0, 'max': 340.0, 'skew': 5.5149138685912265, 'kurtosis': 40.04190975278169, 'iqr': 0.0, 'mad': 0.0, 'outlier_count_iqr': 970}",
fg_opp,fg_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 39.95481656538375, 'median': 40.0, 'std': 5.225685501949069, 'var': 27.307788965280693, 'min': 19.0, 'p10': 33.0, 'p25': 36.0, 'p50': 40.0, 'p75': 43.0, 'p90': 47.0, 'max': 63.0, 'skew': 0.1408287940761954, 'kurtosis': 0.044811809866934116, 'iqr': 7.0, 'mad': 3.0, 'outlier_count_iqr': 147}",
fga_opp,fga_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 87.02053792482558, 'median': 87.0, 'std': 7.233959701240504, 'var': 52.33017295917161, 'min': 60.0, 'p10': 78.0, 'p25': 82.0, 'p50': 87.0, 'p75': 92.0, 'p90': 96.0, 'max': 128.0, 'skew': 0.25244842407472146, 'kurtosis': 0.5174198189738264, 'iqr': 10.0, 'mad': 5.0, 'outlier_count_iqr': 123}",
fg%_opp,fg%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.46004929101958136, 'median': 0.459, 'std': 0.05465586178801506, 'var': 0.0029872632277906054, 'min': 0.269, 'p10': 0.391, 'p25': 0.422, 'p50': 0.459, 'p75': 0.495, 'p90': 0.532, 'max': 0.687, 'skew': 0.1110135619895544, 'kurtosis': -0.045145896469746205, 'iqr': 0.07300000000000001, 'mad': 0.03700000000000003, 'outlier_count_iqr': 134}",
3p_opp,3p_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 11.022901192887689, 'median': 11.0, 'std': 3.9619034332771665, 'var': 15.6966788146134, 'min': 0.0, 'p10': 6.0, 'p25': 8.0, 'p50': 11.0, 'p75': 14.0, 'p90': 16.0, 'max': 29.0, 'skew': 0.3848019085781514, 'kurtosis': 0.0637791759928712, 'iqr': 6.0, 'mad': 3.0, 'outlier_count_iqr': 48}",
3pa_opp,3pa_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 30.80092279990997, 'median': 31.0, 'std': 7.905324600931381, 'var': 62.494157046090905, 'min': 4.0, 'p10': 21.0, 'p25': 25.0, 'p50': 31.0, 'p75': 36.0, 'p90': 41.0, 'max': 70.0, 'skew': 0.19028546558705353, 'kurtosis': 0.0038348164335206825, 'iqr': 11.0, 'mad': 5.0, 'outlier_count_iqr': 101}",
3p%_opp,3p%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.356934785055143, 'median': 0.355, 'std': 0.08974427352397484, 'var': 0.00805403463034601, 'min': 0.0, 'p10': 0.242, 'p25': 0.297, 'p50': 0.355, 'p75': 0.417, 'p90': 0.474, 'max': 0.842, 'skew': 0.13647719098242292, 'kurtosis': 0.23055758992446096, 'iqr': 0.12, 'mad': 0.059, 'outlier_count_iqr': 159}",
ft_opp,ft_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 17.41571010578438, 'median': 17.0, 'std': 5.9698883036001975, 'var': 35.63956635746244, 'min': 1.0, 'p10': 10.0, 'p25': 13.0, 'p50': 17.0, 'p75': 21.0, 'p90': 25.0, 'max': 44.0, 'skew': 0.38620044283530663, 'kurtosis': 0.061234287234740226, 'iqr': 8.0, 'mad': 4.0, 'outlier_count_iqr': 124}",
fta_opp,fta_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 22.62727886563133, 'median': 22.0, 'std': 7.274001406437858, 'var': 52.91109646085994, 'min': 1.0, 'p10': 14.0, 'p25': 17.0, 'p50': 22.0, 'p75': 27.0, 'p90': 32.0, 'max': 64.0, 'skew': 0.38665360844993607, 'kurtosis': 0.19754302930747913, 'iqr': 10.0, 'mad': 5.0, 'outlier_count_iqr': 124}",
ft%_opp,ft%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.7704612874184109, 'median': 0.778, 'std': 0.10294002157877834, 'var': 0.010596648042639349, 'min': 0.143, 'p10': 0.636, 'p25': 0.706, 'p50': 0.778, 'p75': 0.842, 'p90': 0.9, 'max': 1.0, 'skew': -0.3843201921627004, 'kurtosis': 0.35191200245082443, 'iqr': 0.136, 'mad': 0.06799999999999995, 'outlier_count_iqr': 223}",
orb_opp,orb_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 10.098863380598695, 'median': 10.0, 'std': 3.7221556206996333, 'var': 13.854442464705873, 'min': 0.0, 'p10': 6.0, 'p25': 7.0, 'p50': 10.0, 'p75': 12.0, 'p90': 15.0, 'max': 28.0, 'skew': 0.4368296215832389, 'kurtosis': 0.1787386568442364, 'iqr': 5.0, 'mad': 3.0, 'outlier_count_iqr': 213}",
drb_opp,drb_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 34.031904118838625, 'median': 34.0, 'std': 5.410392665138673, 'var': 29.272348790986356, 'min': 16.0, 'p10': 27.0, 'p25': 30.0, 'p50': 34.0, 'p75': 38.0, 'p90': 41.0, 'max': 56.0, 'skew': 0.1712057369200074, 'kurtosis': -0.024486356341335114, 'iqr': 8.0, 'mad': 4.0, 'outlier_count_iqr': 33}",
trb_opp,trb_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 44.13076749943732, 'median': 44.0, 'std': 6.5484094674974145, 'var': 42.881666554009776, 'min': 22.0, 'p10': 36.0, 'p25': 40.0, 'p50': 44.0, 'p75': 48.0, 'p90': 53.0, 'max': 71.0, 'skew': 0.16506074826177472, 'kurtosis': 0.041105414480703484, 'iqr': 8.0, 'mad': 4.0, 'outlier_count_iqr': 226}",
ast_opp,ast_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 23.655413009228, 'median': 23.0, 'std': 5.175289571830679, 'var': 26.783622152299376, 'min': 7.0, 'p10': 17.0, 'p25': 20.0, 'p50': 23.0, 'p75': 27.0, 'p90': 30.0, 'max': 50.0, 'skew': 0.21119818829667042, 'kurtosis': 0.04237913474081756, 'iqr': 7.0, 'mad': 3.0, 'outlier_count_iqr': 124}",
stl_opp,stl_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 7.645284717533198, 'median': 7.0, 'std': 2.920185193302513, 'var': 8.527481563183235, 'min': 0.0, 'p10': 4.0, 'p25': 6.0, 'p50': 7.0, 'p75': 9.0, 'p90': 11.0, 'max': 22.0, 'skew': 0.43977040291005304, 'kurtosis': 0.24050971137585542, 'iqr': 3.0, 'mad': 2.0, 'outlier_count_iqr': 695}",
blk_opp,blk_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 4.83749718658564, 'median': 5.0, 'std': 2.479114173079024, 'var': 6.146007083161293, 'min': 0.0, 'p10': 2.0, 'p25': 3.0, 'p50': 5.0, 'p75': 6.0, 'p90': 8.0, 'max': 20.0, 'skew': 0.6360501347284802, 'kurtosis': 0.6126769852925631, 'iqr': 3.0, 'mad': 2.0, 'outlier_count_iqr': 407}",
tov_opp,tov_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 13.44738915147423, 'median': 13.0, 'std': 3.856098513191479, 'var': 14.869495743437534, 'min': 1.0, 'p10': 9.0, 'p25': 11.0, 'p50': 13.0, 'p75': 16.0, 'p90': 18.0, 'max': 30.0, 'skew': 0.28739989281895206, 'kurtosis': 0.04798652906408751, 'iqr': 5.0, 'mad': 3.0, 'outlier_count_iqr': 175}",
pf_opp,pf_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 20.16548503263561, 'median': 20.0, 'std': 4.253570883278522, 'var': 18.092865259074824, 'min': 6.0, 'p10': 15.0, 'p25': 17.0, 'p50': 20.0, 'p75': 23.0, 'p90': 26.0, 'max': 42.0, 'skew': 0.2607230850225594, 'kurtosis': 0.19934329770328274, 'iqr': 6.0, 'mad': 3.0, 'outlier_count_iqr': 83}",
pts_opp,pts_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 108.34824442943957, 'median': 108.0, 'std': 12.786683721051196, 'var': 163.49928058219564, 'min': 64.0, 'p10': 92.0, 'p25': 100.0, 'p50': 108.0, 'p75': 117.0, 'p90': 125.0, 'max': 168.0, 'skew': 0.12602163914298753, 'kurtosis': 0.03979361074788246, 'iqr': 17.0, 'mad': 9.0, 'outlier_count_iqr': 141}",
+/-_opp,+/-_opp,float64,"{'inferred_type': 'unknown', 'confidence': 0.2}",1.0,"{'count': 0, 'missing': 17772, 'mean': None, 'median': None, 'std': None, 'var': None, 'min': None, 'p10': None, 'p25': None, 'p50': None, 'p75': None, 'p90': None, 'max': None, 'skew': None, 'kurtosis': None, 'iqr': None, 'mad': None, 'outlier_count_iqr': None}",
ts%_opp,ts%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.5596652599594868, 'median': 0.558, 'std': 0.06161312276385356, 'var': 0.00379617689671369, 'min': 0.329, 'p10': 0.481, 'p25': 0.517, 'p50': 0.558, 'p75': 0.601, 'p90': 0.64, 'max': 0.808, 'skew': 0.12087184789954923, 'kurtosis': -0.064912890204746, 'iqr': 0.08399999999999996, 'mad': 0.04200000000000004, 'outlier_count_iqr': 113}",
efg%_opp,efg%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.52353027233851, 'median': 0.522, 'std': 0.06595140480293336, 'var': 0.004349587795480382, 'min': 0.286, 'p10': 0.44, 'p25': 0.477, 'p50': 0.522, 'p75': 0.567, 'p90': 0.61, 'max': 0.795, 'skew': 0.15951987066545895, 'kurtosis': -0.04470110131054161, 'iqr': 0.08999999999999997, 'mad': 0.04500000000000004, 'outlier_count_iqr': 105}",
3par_opp,3par_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.35400455773126266, 'median': 0.352, 'std': 0.08642259240248415, 'var': 0.00746886447756591, 'min': 0.045, 'p10': 0.244, 'p25': 0.294, 'p50': 0.352, 'p75': 0.412, 'p90': 0.466, 'max': 0.685, 'skew': 0.1408989827095427, 'kurtosis': -0.0335963793230567, 'iqr': 0.118, 'mad': 0.059, 'outlier_count_iqr': 113}",
ftr_opp,ftr_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.2633970853027234, 'median': 0.256, 'std': 0.09265413445401685, 'var': 0.008584788631423031, 'min': 0.012, 'p10': 0.152, 'p25': 0.198, 'p50': 0.256, 'p75': 0.32, 'p90': 0.384, 'max': 0.806, 'skew': 0.6005764307259251, 'kurtosis': 0.6684352535061926, 'iqr': 0.122, 'mad': 0.061, 'outlier_count_iqr': 234}",
orb%_opp,orb%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 22.70371370695476, 'median': 22.4, 'std': 7.208533803153529, 'var': 51.96295959120708, 'min': 0.0, 'p10': 13.6, 'p25': 17.6, 'p50': 22.4, 'p75': 27.5, 'p90': 32.18999999999997, 'max': 52.5, 'skew': 0.19507607806043076, 'kurtosis': -0.09587748928444206, 'iqr': 9.899999999999999, 'mad': 4.900000000000002, 'outlier_count_iqr': 105}",
drb%_opp,drb%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 77.29736101733063, 'median': 77.6, 'std': 7.208576781522799, 'var': 51.963579215109604, 'min': 47.5, 'p10': 67.81000000000002, 'p25': 72.5, 'p50': 77.6, 'p75': 82.4, 'p90': 86.4, 'max': 100.0, 'skew': -0.19502915458258088, 'kurtosis': -0.09607744141744634, 'iqr': 9.900000000000006, 'mad': 4.900000000000006, 'outlier_count_iqr': 105}",
trb%_opp,trb%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 50.00086653162278, 'median': 50.0, 'std': 5.257238053131786, 'var': 27.63855194729689, 'min': 31.5, 'p10': 43.3, 'p25': 46.5, 'p50': 50.0, 'p75': 53.5, 'p90': 56.7, 'max': 68.5, 'skew': 0.0001187688168293692, 'kurtosis': -0.009898613516875265, 'iqr': 7.0, 'mad': 3.5, 'outlier_count_iqr': 132}",
ast%_opp,ast%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 59.12686810713482, 'median': 59.5, 'std': 9.92134034447894, 'var': 98.43299423098549, 'min': 21.2, 'p10': 46.3, 'p25': 52.5, 'p50': 59.5, 'p75': 65.9, 'p90': 71.8, 'max': 91.1, 'skew': -0.1395495478083996, 'kurtosis': -0.0672860915234259, 'iqr': 13.400000000000006, 'mad': 6.700000000000003, 'outlier_count_iqr': 98}",
stl%_opp,stl%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 7.787936079225749, 'median': 7.6, 'std': 2.902772309330279, 'var': 8.426087079814641, 'min': 0.0, 'p10': 4.2, 'p25': 5.7, 'p50': 7.6, 'p75': 9.6, 'p90': 11.6, 'max': 21.7, 'skew': 0.3930953130648991, 'kurtosis': 0.181117833536518, 'iqr': 3.8999999999999995, 'mad': 1.9000000000000004, 'outlier_count_iqr': 165}",
blk%_opp,blk%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 8.644879585865406, 'median': 8.2, 'std': 4.32139193179028, 'var': 18.67442822814213, 'min': 0.0, 'p10': 3.4, 'p25': 5.6, 'p50': 8.2, 'p75': 11.3, 'p90': 14.3, 'max': 38.5, 'skew': 0.6220292286213605, 'kurtosis': 0.7297756427658073, 'iqr': 5.700000000000001, 'mad': 2.799999999999999, 'outlier_count_iqr': 240}",
tov%_opp,tov%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 12.16950821516993, 'median': 12.0, 'std': 3.374250711413459, 'var': 11.385567863474233, 'min': 1.0, 'p10': 8.0, 'p25': 9.8, 'p50': 12.0, 'p75': 14.4, 'p90': 16.6, 'max': 27.8, 'skew': 0.24908816981388723, 'kurtosis': 0.030715606904097914, 'iqr': 4.6, 'mad': 2.3000000000000007, 'outlier_count_iqr': 122}",
usg%_opp,usg%_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 100.0, 'median': 100.0, 'std': 0.0, 'var': 0.0, 'min': 100.0, 'p10': 100.0, 'p25': 100.0, 'p50': 100.0, 'p75': 100.0, 'p90': 100.0, 'max': 100.0, 'skew': 0.0, 'kurtosis': 0.0, 'iqr': 0.0, 'mad': 0.0, 'outlier_count_iqr': 0}",
ortg_opp,ortg_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 110.61735876659914, 'median': 110.6, 'std': 11.6455479742876, 'var': 135.61878762143402, 'min': 68.2, 'p10': 95.7, 'p25': 102.7, 'p50': 110.6, 'p75': 118.4, 'p90': 125.6, 'max': 159.3, 'skew': 0.026480113523386143, 'kurtosis': -0.040487134405646774, 'iqr': 15.700000000000003, 'mad': 7.8999999999999915, 'outlier_count_iqr': 118}",
