column,name,dtype,semantic,missing_pct,numeric_summary,categorical_summary
drtg_opp,drtg_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 110.61735876659914, 'median': 110.6, 'std': 11.6455479742876, 'var': 135.61878762143402, 'min': 68.2, 'p10': 95.7, 'p25': 102.7, 'p50': 110.6, 'p75': 118.4, 'p90': 125.6, 'max': 159.3, 'skew': 0.026480113523386143, 'kurtosis': -0.040487134405646774, 'iqr': 15.700000000000003, 'mad': 7.8999999999999915, 'outlier_count_iqr': 118}",
mp_max_opp,mp_max_opp,float64,"{'inferred_type': 'unknown', 'confidence': 0.2}",1.0,"{'count': 0, 'missing': 17772, 'mean': None, 'median': None, 'std': None, 'var': None, 'min': None, 'p10': None, 'p25': None, 'p50': None, 'p75': None, 'p90': None, 'max': None, 'skew': None, 'kurtosis': None, 'iqr': None, 'mad': None, 'outlier_count_iqr': None}",
mp_max_opp.1,mp_max_opp.1,float64,"{'inferred_type': 'unknown', 'confidence': 0.2}",1.0,"{'count': 0, 'missing': 17772, 'mean': None, 'median': None, 'std': None, 'var': None, 'min': None, 'p10': None, 'p25': None, 'p50': None, 'p75': None, 'p90': None, 'max': None, 'skew': None, 'kurtosis': None, 'iqr': None, 'mad': None, 'outlier_count_iqr': None}",
fg_max_opp,fg_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 9.767949583614675, 'median': 9.0, 'std': 2.4804794599845987, 'var': 6.1527783514054875, 'min': 3.0, 'p10': 7.0, 'p25': 8.0, 'p50': 9.0, 'p75': 11.0, 'p90': 13.0, 'max': 24.0, 'skew': 0.7310951022650759, 'kurtosis': 0.907429995535145, 'iqr': 3.0, 'mad': 2.0, 'outlier_count_iqr': 446}",
fga_max_opp,fga_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 19.21680171055593, 'median': 19.0, 'std': 4.244653997548081, 'var': 18.017087558900908, 'min': 8.0, 'p10': 14.0, 'p25': 16.0, 'p50': 19.0, 'p75': 22.0, 'p90': 25.0, 'max': 50.0, 'skew': 0.7470840743388654, 'kurtosis': 1.0561908408772362, 'iqr': 6.0, 'mad': 3.0, 'outlier_count_iqr': 171}",
fg%_max_opp,fg%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.8203238239927976, 'median': 0.8, 'std': 0.1590691886403042, 'var': 0.025303006774684684, 'min': 0.35, 'p10': 0.609, 'p25': 0.667, 'p50': 0.8, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': -0.11514805144043883, 'kurtosis': -1.4008949904079329, 'iqr': 0.33299999999999996, 'mad': 0.17500000000000004, 'outlier_count_iqr': 0}",
3p_max_opp,3p_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 3.804917848300698, 'median': 4.0, 'std': 1.50826601282072, 'var': 2.274866365430112, 'min': 0.0, 'p10': 2.0, 'p25': 3.0, 'p50': 4.0, 'p75': 5.0, 'p90': 6.0, 'max': 14.0, 'skew': 0.8909778638899868, 'kurtosis': 1.417110274077448, 'iqr': 2.0, 'mad': 1.0, 'outlier_count_iqr': 132}",
3pa_max_opp,3pa_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 8.25708980418636, 'median': 8.0, 'std': 2.5790343962002966, 'var': 6.651418416784229, 'min': 1.0, 'p10': 5.0, 'p25': 6.0, 'p50': 8.0, 'p75': 10.0, 'p90': 12.0, 'max': 24.0, 'skew': 0.8169094774754431, 'kurtosis': 1.2059159179948464, 'iqr': 4.0, 'mad': 2.0, 'outlier_count_iqr': 115}",
3p%_max_opp,3p%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.7782495498537023, 'median': 0.75, 'std': 0.2167590258387443, 'var': 0.046984475282561416, 'min': 0.0, 'p10': 0.5, 'p25': 0.6, 'p50': 0.75, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': -0.24916334766117815, 'kurtosis': -1.4270644177401044, 'iqr': 0.4, 'mad': 0.25, 'outlier_count_iqr': 0}",
ft_max_opp,ft_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 6.423250056268287, 'median': 6.0, 'std': 2.801985608696962, 'var': 7.851123351344884, 'min': 1.0, 'p10': 3.0, 'p25': 4.0, 'p50': 6.0, 'p75': 8.0, 'p90': 10.0, 'max': 26.0, 'skew': 1.140529893110945, 'kurtosis': 2.0551979905408437, 'iqr': 4.0, 'mad': 2.0, 'outlier_count_iqr': 253}",
fta_max_opp,fta_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 7.849594868332208, 'median': 7.0, 'std': 3.237968358527466, 'var': 10.48443909082505, 'min': 1.0, 'p10': 4.0, 'p25': 6.0, 'p50': 7.0, 'p75': 10.0, 'p90': 12.0, 'max': 36.0, 'skew': 1.145501482710389, 'kurtosis': 2.397953493091946, 'iqr': 4.0, 'mad': 2.0, 'outlier_count_iqr': 323}",
ft%_max_opp,ft%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.9914008552779653, 'median': 1.0, 'std': 0.04381614042413906, 'var': 0.001919854161667873, 'min': 0.4, 'p10': 1.0, 'p25': 1.0, 'p50': 1.0, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': -5.899757132885195, 'kurtosis': 39.6293678988876, 'iqr': 0.0, 'mad': 0.0, 'outlier_count_iqr': 783}",
orb_max_opp,orb_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 3.7260859779428315, 'median': 3.0, 'std': 1.6522670184286625, 'var': 2.729986300187142, 'min': 0.0, 'p10': 2.0, 'p25': 3.0, 'p50': 3.0, 'p75': 5.0, 'p90': 6.0, 'max': 13.0, 'skew': 0.999971139104253, 'kurtosis': 1.510526795227201, 'iqr': 2.0, 'mad': 1.0, 'outlier_count_iqr': 223}",
drb_max_opp,drb_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 8.758609047940581, 'median': 8.0, 'std': 2.5441068135364144, 'var': 6.472479478682407, 'min': 3.0, 'p10': 6.0, 'p25': 7.0, 'p50': 8.0, 'p75': 10.0, 'p90': 12.0, 'max': 23.0, 'skew': 0.880270842470591, 'kurtosis': 1.1260920047707046, 'iqr': 3.0, 'mad': 2.0, 'outlier_count_iqr': 529}",
trb_max_opp,trb_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 11.273295070898042, 'median': 11.0, 'std': 3.239085948333318, 'var': 10.491677780690349, 'min': 4.0, 'p10': 8.0, 'p25': 9.0, 'p50': 11.0, 'p75': 13.0, 'p90': 16.0, 'max': 30.0, 'skew': 0.8798657957102499, 'kurtosis': 1.159707972285993, 'iqr': 4.0, 'mad': 2.0, 'outlier_count_iqr': 355}",
ast_max_opp,ast_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 7.66520369119964, 'median': 7.0, 'std': 2.6785459077206264, 'var': 7.174608179766915, 'min': 2.0, 'p10': 5.0, 'p25': 6.0, 'p50': 7.0, 'p75': 9.0, 'p90': 11.0, 'max': 25.0, 'skew': 0.9264674924491844, 'kurtosis': 1.2846741149692642, 'iqr': 3.0, 'mad': 2.0, 'outlier_count_iqr': 596}",
stl_max_opp,stl_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 2.5770312851676795, 'median': 2.0, 'std': 1.050830791867768, 'var': 1.1042453531374403, 'min': 0.0, 'p10': 1.0, 'p25': 2.0, 'p50': 2.0, 'p75': 3.0, 'p90': 4.0, 'max': 10.0, 'skew': 0.8634997746977171, 'kurtosis': 1.494231557885712, 'iqr': 1.0, 'mad': 1.0, 'outlier_count_iqr': 847}",
blk_max_opp,blk_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 2.135268962412784, 'median': 2.0, 'std': 1.146880432269201, 'var': 1.3153347259219892, 'min': 0.0, 'p10': 1.0, 'p25': 1.0, 'p50': 2.0, 'p75': 3.0, 'p90': 4.0, 'max': 11.0, 'skew': 1.222914782306981, 'kurtosis': 2.735537037188503, 'iqr': 2.0, 'mad': 1.0, 'outlier_count_iqr': 69}",
tov_max_opp,tov_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 4.011534998874634, 'median': 4.0, 'std': 1.4364922381317435, 'var': 2.0635099502127456, 'min': 1.0, 'p10': 2.0, 'p25': 3.0, 'p50': 4.0, 'p75': 5.0, 'p90': 6.0, 'max': 12.0, 'skew': 0.8760769644706178, 'kurtosis': 1.1323241708362, 'iqr': 2.0, 'mad': 1.0, 'outlier_count_iqr': 137}",
pf_max_opp,pf_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 4.352070672968715, 'median': 4.0, 'std': 0.9091935602562976, 'var': 0.8266329300115218, 'min': 2.0, 'p10': 3.0, 'p25': 4.0, 'p50': 4.0, 'p75': 5.0, 'p90': 6.0, 'max': 6.0, 'skew': -0.05140030153839387, 'kurtosis': -0.4707485694496758, 'iqr': 1.0, 'mad': 1.0, 'outlier_count_iqr': 223}",
pts_max_opp,pts_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 26.59998874634256, 'median': 26.0, 'std': 6.892052217676979, 'var': 47.500383771186165, 'min': 10.0, 'p10': 19.0, 'p25': 22.0, 'p50': 26.0, 'p75': 30.0, 'p90': 36.0, 'max': 70.0, 'skew': 0.8748660211766714, 'kurtosis': 1.3709238499181078, 'iqr': 8.0, 'mad': 4.0, 'outlier_count_iqr': 432}",
+/-_max_opp,+/-_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 13.087553454872834, 'median': 12.0, 'std': 8.950434566416508, 'var': 80.11027892770345, 'min': -18.0, 'p10': 2.0, 'p25': 6.0, 'p50': 12.0, 'p75': 19.0, 'p90': 25.0, 'max': 57.0, 'skew': 0.4865978193014585, 'kurtosis': 0.1254832811157902, 'iqr': 13.0, 'mad': 6.0, 'outlier_count_iqr': 112}",
ts%_max_opp,ts%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.9384623002475804, 'median': 0.902, 'std': 0.20621802688571297, 'var': 0.04252587461263664, 'min': 0.5, 'p10': 0.715, 'p25': 0.788, 'p50': 0.902, 'p75': 1.0, 'p90': 1.2017999999999993, 'max': 1.5, 'skew': 1.0630943758403908, 'kurtosis': 1.065797006936993, 'iqr': 0.21199999999999997, 'mad': 0.10999999999999999, 'outlier_count_iqr': 1259}",
efg%_max_opp,efg%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.9365132793157777, 'median': 0.917, 'std': 0.21873151448745276, 'var': 0.04784347542997476, 'min': 0.417, 'p10': 0.692, 'p25': 0.773, 'p50': 0.917, 'p75': 1.0, 'p90': 1.25, 'max': 1.5, 'skew': 0.986100156329028, 'kurtosis': 0.8557791610731389, 'iqr': 0.22699999999999998, 'mad': 0.10400000000000009, 'outlier_count_iqr': 1284}",
3par_max_opp,3par_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.8275219446320055, 'median': 0.833, 'std': 0.17538462125536564, 'var': 0.03075976537288805, 'min': 0.2, 'p10': 0.571, 'p25': 0.667, 'p50': 0.833, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': -0.5087197533041127, 'kurtosis': -0.935723710037911, 'iqr': 0.33299999999999996, 'mad': 0.16700000000000004, 'outlier_count_iqr': 0}",
ftr_max_opp,ftr_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 1.1073395791132117, 'median': 0.889, 'std': 0.812937928509046, 'var': 0.6608680756085787, 'min': 0.067, 'p10': 0.455, 'p25': 0.625, 'p50': 0.889, 'p75': 1.333, 'p90': 2.0, 'max': 14.0, 'skew': 2.986124743676101, 'kurtosis': 15.724788293966746, 'iqr': 0.708, 'mad': 0.31099999999999994, 'outlier_count_iqr': 848}",
orb%_max_opp,orb%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 19.926553004726532, 'median': 17.2, 'std': 12.036765980887896, 'var': 144.88373527866014, 'min': 0.0, 'p10': 9.6, 'p25': 12.7, 'p50': 17.2, 'p75': 23.3, 'p90': 31.7, 'max': 100.0, 'skew': 2.925051552230642, 'kurtosis': 13.085496036732476, 'iqr': 10.600000000000001, 'mad': 5.1, 'outlier_count_iqr': 937}",
drb%_max_opp,drb%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 38.58275939680396, 'median': 35.4, 'std': 13.735093428330131, 'var': 188.65279148495756, 'min': 16.5, 'p10': 26.0, 'p25': 29.8, 'p50': 35.4, 'p75': 43.0, 'p90': 53.8, 'max': 100.0, 'skew': 2.045812832692041, 'kurtosis': 5.522624379697496, 'iqr': 13.2, 'mad': 6.299999999999997, 'outlier_count_iqr': 1006}",
trb%_max_opp,trb%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 25.095402880936305, 'median': 23.0, 'std': 9.478921687445556, 'var': 89.8499563567257, 'min': 9.1, 'p10': 16.9, 'p25': 19.5, 'p50': 23.0, 'p75': 28.1, 'p90': 34.5, 'max': 100.0, 'skew': 3.0627962980019334, 'kurtosis': 15.824866738470977, 'iqr': 8.600000000000001, 'mad': 4.100000000000001, 'outlier_count_iqr': 855}",
ast%_max_opp,ast%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 42.71847287868557, 'median': 40.0, 'std': 14.801284920645145, 'var': 219.07803530211734, 'min': 12.8, 'p10': 27.6, 'p25': 32.7, 'p50': 40.0, 'p75': 48.9, 'p90': 60.3, 'max': 100.0, 'skew': 1.4961354758940824, 'kurtosis': 3.1165231070410924, 'iqr': 16.199999999999996, 'mad': 7.899999999999999, 'outlier_count_iqr': 797}",
stl%_max_opp,stl%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 5.937964213369345, 'median': 5.0, 'std': 4.493376762264617, 'var': 20.190434727659657, 'min': 0.0, 'p10': 2.9, 'p25': 3.8, 'p50': 5.0, 'p75': 6.7, 'p90': 9.3, 'max': 100.0, 'skew': 7.7120151395519, 'kurtosis': 113.6330867089248, 'iqr': 2.9000000000000004, 'mad': 1.4, 'outlier_count_iqr': 1056}",
blk%_max_opp,blk%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 9.013301823092505, 'median': 7.5, 'std': 6.725742631622522, 'var': 45.23561394682465, 'min': 0.0, 'p10': 3.6, 'p25': 5.2, 'p50': 7.5, 'p75': 10.8, 'p90': 15.6, 'max': 100.0, 'skew': 3.9805115191903395, 'kurtosis': 30.63954159933091, 'iqr': 5.6000000000000005, 'mad': 2.6999999999999993, 'outlier_count_iqr': 972}",
tov%_max_opp,tov%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 40.07981093855503, 'median': 33.3, 'std': 21.21619250445434, 'var': 450.1268243860646, 'min': 4.6, 'p10': 20.5, 'p25': 25.5, 'p50': 33.3, 'p75': 50.0, 'p90': 66.7, 'max': 100.0, 'skew': 1.6190896763503375, 'kurtosis': 2.2305634114384185, 'iqr': 24.5, 'mad': 9.099999999999998, 'outlier_count_iqr': 1354}",
usg%_max_opp,usg%_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 34.86497861805087, 'median': 33.0, 'std': 8.50594817048557, 'var': 72.35115427898683, 'min': 22.1, 'p10': 27.8, 'p25': 30.0, 'p50': 33.0, 'p75': 37.2, 'p90': 42.7, 'max': 100.0, 'skew': 3.374861792097564, 'kurtosis': 17.98998076234538, 'iqr': 7.200000000000003, 'mad': 3.5, 'outlier_count_iqr': 907}",
ortg_max_opp,ortg_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 178.187429664641, 'median': 167.0, 'std': 40.80920460724095, 'var': 1665.3911806756557, 'min': 89.0, 'p10': 135.0, 'p25': 148.0, 'p50': 167.0, 'p75': 202.0, 'p90': 233.0, 'max': 300.0, 'skew': 0.9975043471768175, 'kurtosis': 0.7032083233243642, 'iqr': 54.0, 'mad': 25.0, 'outlier_count_iqr': 528}",
drtg_max_opp,drtg_max_opp,float64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 118.66075849651136, 'median': 119.0, 'std': 11.08772705966814, 'var': 122.93769134969709, 'min': 77.0, 'p10': 104.0, 'p25': 111.0, 'p50': 119.0, 'p75': 126.0, 'p90': 133.0, 'max': 162.0, 'skew': 0.04267335461731329, 'kurtosis': -0.04441501614372445, 'iqr': 15.0, 'mad': 7.0, 'outlier_count_iqr': 115}",
team_opp,team_opp,object,"{'inferred_type': 'categorical', 'confidence': 0.95}",0.0,,"{'count': 17772, 'missing': 0, 'unique': 30, 'top_k': [('GSW', 655), ('BOS', 653), ('TOR', 635), ('MIL', 628), ('MIA', 617), ('CLE', 610), ('HOU', 610), ('LAC', 607), ('PHI', 605), ('UTA', 605)], 'mode_pct': 0.03685572811163628, 'high_cardinality': False}"
total_opp,total_opp,int64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 108.34824442943957, 'median': 108.0, 'std': 12.786683721051196, 'var': 163.49928058219564, 'min': 64.0, 'p10': 92.0, 'p25': 100.0, 'p50': 108.0, 'p75': 117.0, 'p90': 125.0, 'max': 168.0, 'skew': 0.12602163914298753, 'kurtosis': 0.03979361074788246, 'iqr': 17.0, 'mad': 9.0, 'outlier_count_iqr': 141}",
home_opp,home_opp,int64,"{'inferred_type': 'boolean', 'confidence': 0.9}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.5, 'median': 0.5, 'std': 0.5000140676654737, 'var': 0.25001406786337294, 'min': 0.0, 'p10': 0.0, 'p25': 0.0, 'p50': 0.5, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': 0.0, 'kurtosis': -2.0002251111486293, 'iqr': 1.0, 'mad': 0.5, 'outlier_count_iqr': 0}",
season,season,int64,"{'inferred_type': 'numeric', 'confidence': 0.95}",0.0,"{'count': 17772, 'missing': 0, 'mean': 2018.95228449246, 'median': 2019.0, 'std': 2.015799632875576, 'var': 4.063448159901306, 'min': 2016.0, 'p10': 2016.0, 'p25': 2017.0, 'p50': 2019.0, 'p75': 2021.0, 'p90': 2022.0, 'max': 2022.0, 'skew': 0.056138065110791883, 'kurtosis': -1.2537943983442867, 'iqr': 4.0, 'mad': 2.0, 'outlier_count_iqr': 0}",
date,date,object,"{'inferred_type': 'categorical', 'confidence': 0.7979968489759172}",0.0,,"{'count': 17772, 'missing': 0, 'unique': 1436, 'top_k': [('2016-11-25', 30), ('2022-04-10', 30), ('2021-05-16', 30), ('2017-04-12', 28), ('2018-11-23', 28), ('2016-12-23', 28), ('2019-12-28', 28), ('2019-11-27', 28), ('2017-02-15', 28), ('2017-11-22', 28)], 'mode_pct': 0.001688048615800135, 'high_cardinality': True}"
won,won,bool,"{'inferred_type': 'boolean', 'confidence': 0.9}",0.0,"{'count': 17772, 'missing': 0, 'mean': 0.5, 'median': 0.5, 'std': 0.5000140676654737, 'var': 0.25001406786337294, 'min': 0.0, 'p10': 0.0, 'p25': 0.0, 'p50': 0.5, 'p75': 1.0, 'p90': 1.0, 'max': 1.0, 'skew': 0.0, 'kurtosis': -2.0002251111486293, 'iqr': 1.0, 'mad': 0.5, 'outlier_count_iqr': 0}",
